capacity,environment,survival,start,control,year,all_pairs,individual_paired_survivors,density_paired_positive,individual_access_grid4_minus_grid3,individual_access_mcse,individual_investment_grid4_minus_grid3,individual_investment_mcse,density_access_grid4_minus_grid3,density_access_mcse,density_investment_grid4_minus_grid3,density_investment_mcse,extinction_difference,extinction_difference_mcse
48,both,0.0,0.3,selected,200,16,16,16,-0.035416666666666645,0.021617197800379673,-0.007074652777777853,0.02102670852000812,-0.001374403801101244,0.0021267739703925126,0.006770760168028356,0.001261868813191145,0.0,0.0
48,both,0.0,0.3,selected,400,16,16,16,-0.035416666666666645,0.021617197800379673,0.002083333333333298,0.02161719780037979,-0.0007825671860854262,0.0038839190096864235,0.002088702287965743,0.0010535915389224021,0.0,0.0
48,both,0.0,0.7,neutral,10,16,16,16,0.007703993055555768,0.006194391468013507,0.0023871527777778595,0.007856286439373073,-0.000672743055555626,0.0007517372805461122,-0.0013454861111111445,0.0008674042695649919,0.0,0.0
48,both,0.0,0.7,neutral,40,16,16,16,0.033029513888889056,0.01466244507731411,-0.002039930555555503,0.009501772484890281,-0.0006727430555555358,0.0007517372805460898,-0.0013454861111110855,0.000867404269564996,0.0,0.0
48,both,0.0,0.7,neutral,50,16,16,16,0.03838975694444452,0.01577999796243211,0.00015190972222222168,0.008171962398299504,-0.0006727430555555566,0.0007517372805461052,-0.0013454861111110612,0.0008674042695649865,0.0,0.0
48,both,0.0,0.7,neutral,100,16,16,16,-0.004535590277777411,0.01858491790914006,0.018315972222222306,0.012582214999411333,-0.0006727430555554803,0.0007517372805460898,-0.0013454861111111098,0.0008674042695649919,0.0,0.0
48,both,0.0,0.7,neutral,200,16,16,16,-0.008333333333332936,0.019124349420064947,0.0032118055555555892,0.018307413087026988,-0.0006727430555554872,0.0007517372805460997,-0.0013454861111111584,0.000867404269564982,0.0,0.0
48,both,0.0,0.7,neutral,400,16,16,16,-0.008333333333332936,0.019124349420064947,0.008333333333333408,0.016244657241348368,-0.0006727430555554179,0.0007517372805461182,-0.0013454861111111306,0.000867404269564989,0.0,0.0
48,both,0.0,0.7,selected,10,16,16,16,-0.010394965277777508,0.009239769096768376,0.013042534722222311,0.006049458240624853,0.000565085953578244,0.0013372452119757628,-0.0014140767953597644,0.001153637098327161,0.0,0.0
48,both,0.0,0.7,selected,40,16,16,16,-0.010091145833333141,0.01679922535205678,0.01566840277777799,0.017090509016666356,0.004052551043072249,0.001918779454965508,0.0023749611289589044,0.0018371859290591602,0.0,0.0
48,both,0.0,0.7,selected,50,16,16,16,-0.009461805555555265,0.01831937281930085,0.019314236111111282,0.019174372648892317,0.0035597944421580305,0.0021475302241889867,0.003693998533959228,0.0019305048851272154,0.0,0.0
48,both,0.0,0.7,selected,100,16,16,16,-0.004014756944444094,0.021750152822648344,0.01634114583333345,0.017274275566173065,-0.00028236293687876335,0.002030282518281603,0.007943603412757246,0.0011833179705310988,0.0,0.0
48,both,0.0,0.7,selected,200,16,16,16,-0.003732638888888508,0.021544467376946763,0.01933593750000009,0.01978983195763207,-0.0008028916174239245,0.002097693377206662,0.00698468123598555,0.0010187390654915834,0.0,0.0
48,both,0.0,0.7,selected,400,16,16,16,-0.006249999999999617,0.02134781409574908,0.020833333333333426,0.019690898442719252,0.0005550459101511807,0.0033044403342204925,0.001013723301299136,0.0003594440497488043,0.0,0.0
48,both,0.75,0.3,neutral,10,16,16,16,-0.0006944444444443587,0.0018560968417922455,-0.0004340277777777554,0.0026596141852635222,-0.0006727430555555497,0.00075173728054609,-0.0013454861111111757,0.0008674042695650053,0.0,0.0
48,both,0.75,0.3,neutral,40,16,16,16,-0.0004123263888888215,0.007694010061648759,-0.004427083333333349,0.008049485610226866,-0.000672743055555515,0.0007517372805460907,-0.0013454861111110925,0.0008674042695649841,0.0,0.0
48,both,0.75,0.3,neutral,50,16,16,16,0.0029845850155493393,0.00896992341439449,0.005803392018169148,0.010713751634457253,-0.0006727430555555254,0.0007517372805460851,-0.0013454861111111688,0.0008674042695649848,0.0,0.0
48,both,0.75,0.3,neutral,100,16,16,16,0.009565770348837294,0.013067313682155248,0.003081597222222246,0.013410933931375435,-0.000672743055555567,0.0007517372805460941,-0.0013454861111111237,0.0008674042695649927,0.0,0.0
48,both,0.75,0.3,neutral,200,16,16,16,0.013107638888888972,0.01590665323047557,0.005598958333333407,0.017313298600816644,-0.0006727430555555601,0.0007517372805460888,-0.0013454861111111063,0.0008674042695649767,0.0,0.0
48,both,0.75,0.3,neutral,400,16,16,16,0.013628472222222257,0.017183334582233124,0.009592013888888973,0.021987531937249234,-0.0006727430555555254,0.0007517372805460903,-0.0013454861111111133,0.0008674042695649892,0.0,0.0
48,both,0.75,0.3,selected,10,16,16,16,0.0006510416666667476,0.0024957918141371303,0.0009548611111111285,0.0035162858032377984,-0.001072199514552473,0.0007212655146710295,-0.0009066469325644984,0.0008231629003943835,0.0,0.0
48,both,0.75,0.3,selected,40,16,16,16,-0.01434461805555558,0.007948262184328089,-0.00028211805555550945,0.005783032649577331,-0.0013956141239620592,0.0008991654607622198,0.0016081250825738455,0.0008763817022163157,0.0,0.0
48,both,0.75,0.3,selected,50,16,16,16,-0.001280381944444433,0.008281615093934956,0.00768229166666673,0.0069339384505040505,-0.0014406542786006352,0.0009072496979884074,0.002417442704750184,0.0008770251019386859,0.0,0.0
48,both,0.75,0.3,selected,100,16,16,16,-0.02651909722222226,0.011623989947035106,0.020681423611111208,0.009787672835085432,-0.0010362400239239816,0.0010377691133976231,0.005926483662926085,0.0009227028207129137,0.0,0.0
48,both,0.75,0.3,selected,200,16,16,16,-0.03457031249999997,0.014350368919919077,0.02825520833333349,0.012972823333669241,-0.0010455639337284307,0.001373714769991728,0.009454149544179353,0.0011663640861852558,0.0,0.0
48,both,0.75,0.3,selected,400,16,16,16,-0.028732638888888867,0.016630322424386206,0.02912326388888907,0.01606485676869395,-0.0009913964160283353,0.0015676810734751379,0.009126537977362868,0.0009605472291784967,0.0,0.0
48,both,0.75,0.7,neutral,10,16,16,16,-0.001661772310874443,0.002952078764353821,0.0017559655732860419,0.00231418573146601,-0.0006727430555555358,0.0007517372805461039,-0.0013454861111111376,0.0008674042695649774,0.0,0.0
48,both,0.75,0.7,neutral,40,16,16,16,-0.018207465277777474,0.007188001019032391,0.004644097222222268,0.006147147128224337,-0.0006727430555555289,0.0007517372805460989,-0.0013454861111111376,0.0008674042695649844,0.0,0.0
48,both,0.75,0.7,neutral,50,16,16,16,-0.012088801095441928,0.00792062435427789,0.008848840645445041,0.01115545041738419,-0.0006727430555555636,0.0007517372805460994,-0.0013454861111111202,0.0008674042695649865,0.0,0.0
48,both,0.75,0.7,neutral,100,16,16,16,-0.014725826662606668,0.01278521149571693,0.009015908418918493,0.013869742274614637,-0.0006727430555555497,0.0007517372805461071,-0.0013454861111111376,0.0008674042695649932,0.0,0.0
48,both,0.75,0.7,neutral,200,16,16,16,-0.015603298611110768,0.016123430942216556,-0.003732638888888914,0.019311078991863493,-0.0006727430555555428,0.0007517372805460862,-0.0013454861111111098,0.0008674042695649744,0.0,0.0
48,both,0.75,0.7,neutral,400,16,16,16,-0.023090277777777383,0.018362278549623093,-0.01017361111111122,0.021673889984796173,-0.0006727430555555636,0.0007517372805461025,-0.0013454861111111688,0.0008674042695649751,0.0,0.0
