environment,survival,selfing,start,control,year,campaign,variant,depression,ovule_effort,pollen_effort,comparison,all_pairs,paired_survivors,target_extinctions,reference_extinctions,access_difference,access_mcse,investment_difference,investment_mcse,extinction_difference,extinction_difference_mcse
both,0.75,0.5,0.3,neutral,200,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.003784978689954206,0.004121466324594377,0.005420884531606435,0.004730592852627317,0.0,0.0
both,0.75,0.5,0.3,neutral,400,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.00388476778587798,0.004685675554799227,0.007449549891160171,0.005153827770057827,0.0,0.0
both,0.75,0.5,0.3,selected,10,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0005725979828349484,0.0009248520723086909,0.0010950097502729328,0.0009411312701461837,0.0,0.0
both,0.75,0.5,0.3,selected,40,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0025208666497927496,0.0022520387878222884,0.005351522965550543,0.0022670160423929266,0.0,0.0
both,0.75,0.5,0.3,selected,50,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0033644763062675334,0.0025000246072856003,0.005797037289758226,0.0025327266948725084,0.0,0.0
both,0.75,0.5,0.3,selected,100,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0026603784306964426,0.0034729238406999764,0.009326630493271117,0.003592185461107838,0.0,0.0
both,0.75,0.5,0.3,selected,200,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0006782119366341708,0.004338635208677063,0.009675383754116626,0.004141179984305853,0.0,0.0
both,0.75,0.5,0.3,selected,400,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0003730113352661093,0.00457121757117384,0.00929435709191451,0.004340507766806237,0.0,0.0
both,0.75,0.5,0.7,neutral,10,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0013405483895568403,0.0007857728330008882,-7.034333025108738e-05,0.0008416455444610566,0.0,0.0
both,0.75,0.5,0.7,neutral,40,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0005768510564599489,0.002209720146882984,-0.0008747809799880546,0.0023211316333381755,0.0,0.0
both,0.75,0.5,0.7,neutral,50,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0004437486093691878,0.002536074315790263,-0.0005507392399600119,0.0026942755796546757,0.0,0.0
both,0.75,0.5,0.7,neutral,100,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.0007794775556050969,0.00377717538500153,0.002010183939795551,0.00372188539410248,0.0,0.0
both,0.75,0.5,0.7,neutral,200,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.0012400310711326587,0.004617060889648691,0.0010447115895885722,0.004346241951585899,0.0,0.0
both,0.75,0.5,0.7,neutral,400,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.00019114431231467529,0.005017892318655199,0.0021478501381144545,0.00479572523522343,0.0,0.0
both,0.75,0.5,0.7,selected,10,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0012082844486623534,0.0008623874317798222,0.0025423277595827635,0.0008816050956528498,0.0,0.0
both,0.75,0.5,0.7,selected,40,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0021100730735874066,0.0021741339363180656,0.006550139561193721,0.0021720261058149597,0.0,0.0
both,0.75,0.5,0.7,selected,50,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0024477615311345176,0.0023698596929144734,0.007396407472813992,0.002444668969068419,0.0,0.0
both,0.75,0.5,0.7,selected,100,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0036797507261719527,0.0033569871237801303,0.011231675108585849,0.0033649414508900655,0.0,0.0
both,0.75,0.5,0.7,selected,200,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0026247638801091804,0.00437934808186691,0.012341032976445123,0.004018012902681269,0.0,0.0
both,0.75,0.5,0.7,selected,400,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.005084004229943338,0.004656160665282399,0.01145023715228265,0.004297273819840661,0.0,0.0
mainland,0.75,0.5,0.3,neutral,10,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.0003580822554948536,0.000828069307705991,0.0009135311101395281,0.0009178035719508783,0.0,0.0
mainland,0.75,0.5,0.3,neutral,40,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.0031842128564179145,0.002168770895207542,-0.0016736258281607858,0.0021048869648958596,0.0,0.0
mainland,0.75,0.5,0.3,neutral,50,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.003080674310388251,0.0023588053395335704,-0.0020312707496524373,0.002268821844335211,0.0,0.0
mainland,0.75,0.5,0.3,neutral,100,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.002331887580821816,0.0032160065105381903,0.0018205953478451177,0.0028608875166711094,0.0,0.0
mainland,0.75,0.5,0.3,neutral,200,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.003552998050999208,0.0039653588047892365,0.0013397531562895732,0.003908858531393822,0.0,0.0
mainland,0.75,0.5,0.3,neutral,400,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.008496923634759082,0.0045946560246965425,0.005521612847692143,0.0044561333703416715,0.0,0.0
mainland,0.75,0.5,0.3,selected,10,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.0007015116195947363,0.0009616081424042394,0.002881367992112833,0.0008675277101042147,0.0,0.0
mainland,0.75,0.5,0.3,selected,40,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.0026598912207298317,0.002301592273583473,0.005915658347504931,0.002160426077994826,0.0,0.0
mainland,0.75,0.5,0.3,selected,50,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.0015030363644946464,0.002651289000530289,0.00750900355448806,0.002437879818956989,0.0,0.0
mainland,0.75,0.5,0.3,selected,100,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.002708264518223883,0.003336129466211577,0.016542291163235107,0.0033511916216077786,0.0,0.0
mainland,0.75,0.5,0.3,selected,200,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.004997655357426071,0.004083966430458038,0.024137137576960576,0.004336195284947951,0.0,0.0
mainland,0.75,0.5,0.3,selected,400,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-9.274209921866436e-06,0.004412152599810673,0.03028945422518766,0.0048760360056228445,0.0,0.0
mainland,0.75,0.5,0.7,neutral,10,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0005943088565550586,0.0008684578775996954,-0.0007823886369179947,0.0008722837402430787,0.0,0.0
mainland,0.75,0.5,0.7,neutral,40,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0006294849882469791,0.0021210503007979458,0.0029260607312350632,0.002009601565307405,0.0,0.0
mainland,0.75,0.5,0.7,neutral,50,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.0009403355822866933,0.0023573118596481157,0.002336486291604241,0.002251351397926057,0.0,0.0
mainland,0.75,0.5,0.7,neutral,100,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.003339114860069776,0.0032288385636705576,0.004636924157408149,0.0032689655166521447,0.0,0.0
mainland,0.75,0.5,0.7,neutral,200,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.00673210622604575,0.004077215889477969,0.006976421559535166,0.004247422148785505,0.0,0.0
mainland,0.75,0.5,0.7,neutral,400,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.008342998859228068,0.004709735064318312,0.005796251740760058,0.004721087986757828,0.0,0.0
mainland,0.75,0.5,0.7,selected,10,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.00020127823627567832,0.0008447614754950052,0.001913716319480843,0.0008821313894471045,0.0,0.0
mainland,0.75,0.5,0.7,selected,40,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.001784012944109516,0.0020781003820728302,0.006082000721101274,0.0022358267297648356,0.0,0.0
mainland,0.75,0.5,0.7,selected,50,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.002702290399944279,0.0022843264553809297,0.006897200778355687,0.0024895667840321768,0.0,0.0
mainland,0.75,0.5,0.7,selected,100,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,0.0016152967726964932,0.0030925411366747742,0.014246320645860634,0.003261754895388509,0.0,0.0
mainland,0.75,0.5,0.7,selected,200,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.0021010085193781313,0.004008940714751321,0.02498754635845065,0.004094085717682633,0.0,0.0
mainland,0.75,0.5,0.7,selected,400,effort_separation,ovule_annual_pollen_annual,0.5,annual,annual,effort_vs_lifetime,256,256,0,0,-0.003466282416317594,0.004425137267863305,0.031440618196656896,0.004616744868807657,0.0,0.0
both,0.75,0.5,0.3,neutral,10,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.00038193460400323567,0.0006994307337789405,-0.0004714103951811339,0.0007126318063255515,0.0,0.0
both,0.75,0.5,0.3,neutral,40,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.002828900050630841,0.0020758708513946016,0.00232613136837604,0.0023790088756859974,0.0,0.0
both,0.75,0.5,0.3,neutral,50,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.002822164566543355,0.002293590739577083,0.0025281010302306266,0.002785756696063168,0.0,0.0
both,0.75,0.5,0.3,neutral,100,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0029357566017673043,0.0033402038292317617,0.0029674904132753347,0.0037467121875715253,0.0,0.0
both,0.75,0.5,0.3,neutral,200,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.003408388325808953,0.004273468404902272,0.003277305943534577,0.004788416514639905,0.0,0.0
both,0.75,0.5,0.3,neutral,400,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.005465291481317488,0.0047274647208523195,0.005072511215214155,0.0051029710987824176,0.0,0.0
both,0.75,0.5,0.3,selected,10,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0009630079482188982,0.000647649033744466,0.0008990131551340332,0.0006656123066302009,0.0,0.0
both,0.75,0.5,0.3,selected,40,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0032102818427576256,0.002131409372453353,0.003308828920897395,0.002325417524472787,0.0,0.0
both,0.75,0.5,0.3,selected,50,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0041086941826668924,0.002430182146838083,0.002908261821430054,0.0025610859398102074,0.0,0.0
both,0.75,0.5,0.3,selected,100,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.00020250548232377832,0.003387303854954735,0.003640227446625492,0.003294452882956636,0.0,0.0
both,0.75,0.5,0.3,selected,200,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.002677174825135086,0.0041254970606200425,0.003452557138946627,0.003846240756420041,0.0,0.0
both,0.75,0.5,0.3,selected,400,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0011201072908371959,0.004374936676474825,0.0011811105117773694,0.004177959674135306,0.0,0.0
both,0.75,0.5,0.7,neutral,10,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.00037115247447465534,0.0005115909158512086,0.0006355424842936425,0.0006119618117146538,0.0,0.0
both,0.75,0.5,0.7,neutral,40,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.0014108499314125934,0.0021538901709368713,0.0026298996193433407,0.0022740497238063193,0.0,0.0
both,0.75,0.5,0.7,neutral,50,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.0031892072695176165,0.0025436535889952613,0.005904129934548008,0.002623266496998398,0.0,0.0
both,0.75,0.5,0.7,neutral,100,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.003961602787791025,0.003639334323946381,0.007943404442712413,0.0036388496122206912,0.0,0.0
both,0.75,0.5,0.7,neutral,200,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.007130547462201742,0.004473335447726846,0.006966548665135098,0.004379206041308127,0.0,0.0
both,0.75,0.5,0.7,neutral,400,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.005593978630641717,0.0048154674081808905,0.006639179314862868,0.004862561997744141,0.0,0.0
both,0.75,0.5,0.7,selected,10,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-5.2568504854712955e-05,0.0005865511749107886,0.0005364298801609018,0.000637758900177122,0.0,0.0
both,0.75,0.5,0.7,selected,40,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.0006807441960403836,0.002045660675666948,0.002765043757822329,0.002337372930319817,0.0,0.0
both,0.75,0.5,0.7,selected,50,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0015636554512868293,0.002454699866707953,0.005775722137677473,0.0026784254692393318,0.0,0.0
both,0.75,0.5,0.7,selected,100,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.0010176633107563853,0.00333867636098226,0.006320918830354494,0.003366186306072482,0.0,0.0
both,0.75,0.5,0.7,selected,200,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,2.9019291339768636e-05,0.0038944507736360496,0.008440173431420858,0.0038648821463616216,0.0,0.0
both,0.75,0.5,0.7,selected,400,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0015661144047697372,0.0042909318726042315,0.008649768283650994,0.004195369088008092,0.0,0.0
mainland,0.75,0.5,0.3,neutral,10,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.00011627899326716192,0.0005658963961775759,0.0002616305862451285,0.0006513206048486433,0.0,0.0
mainland,0.75,0.5,0.3,neutral,40,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.0044689435743755675,0.001852682592320291,0.00020826949008027158,0.0019434743267210466,0.0,0.0
mainland,0.75,0.5,0.3,neutral,50,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.004718614491089013,0.0020659292838714743,-0.0003925186560085202,0.0020993402290106857,0.0,0.0
mainland,0.75,0.5,0.3,neutral,100,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.004186430053737499,0.0031344030730774564,0.0038524142540248673,0.003249316647162474,0.0,0.0
mainland,0.75,0.5,0.3,neutral,200,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.006603775029207823,0.003958367744279515,0.004321366617168329,0.004125036042899934,0.0,0.0
mainland,0.75,0.5,0.3,neutral,400,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.011263954909966376,0.004664573618514878,0.008215826657487888,0.004665163783916619,0.0,0.0
mainland,0.75,0.5,0.3,selected,10,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,0.0004980711671136524,0.000525892383917055,-7.1940246185121706e-06,0.0005530612043822751,0.0,0.0
mainland,0.75,0.5,0.3,selected,40,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0006188046907142222,0.0018716268175256498,-0.0002802834682174701,0.0019060718453662695,0.0,0.0
mainland,0.75,0.5,0.3,selected,50,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0008367686500235378,0.0022023181283380567,0.0006731120975382392,0.0021752063498913414,0.0,0.0
mainland,0.75,0.5,0.3,selected,100,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0023587452640507207,0.00322523395274271,0.0020089870534673792,0.00308608191402312,0.0,0.0
mainland,0.75,0.5,0.3,selected,200,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.00018181180691399128,0.0039742100894163065,0.0070975985568123385,0.0040041100999249615,0.0,0.0
mainland,0.75,0.5,0.3,selected,400,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.004374217585283545,0.004329594672660813,0.005035125561002348,0.004577495868055661,0.0,0.0
mainland,0.75,0.5,0.7,neutral,10,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0007507247982437796,0.0005689319433656409,0.00039563501519755575,0.0005309792411715652,0.0,0.0
mainland,0.75,0.5,0.7,neutral,40,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0016916115730709214,0.0017929837816822896,0.0018343892565183533,0.0018500880857349813,0.0,0.0
mainland,0.75,0.5,0.7,neutral,50,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0023486096033549075,0.002118331604681464,-0.0003034310631438565,0.0020201339421122727,0.0,0.0
mainland,0.75,0.5,0.7,neutral,100,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.002644397650471299,0.003169679844462575,-0.001935007771945048,0.002918521926464715,0.0,0.0
mainland,0.75,0.5,0.7,neutral,200,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.004531329532426053,0.004364923807896886,-0.0001870823755748313,0.0036881253640766785,0.0,0.0
mainland,0.75,0.5,0.7,neutral,400,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.006472002380642054,0.004939557376376423,0.001097866456602305,0.0042258316588761405,0.0,0.0
mainland,0.75,0.5,0.7,selected,10,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.00025487066954415615,0.000629547841673095,0.00043648989447024156,0.0005994325306907158,0.0,0.0
mainland,0.75,0.5,0.7,selected,40,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.002240403465611044,0.0018180433351195197,0.0012222204434810247,0.0017403658883664679,0.0,0.0
mainland,0.75,0.5,0.7,selected,50,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0027405278090885526,0.0019802720212413892,0.0013408698108883603,0.0020418940620167136,0.0,0.0
mainland,0.75,0.5,0.7,selected,100,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.0023013492123340846,0.003001516823803226,-0.0009403332712752974,0.0032023576283959905,0.0,0.0
mainland,0.75,0.5,0.7,selected,200,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.004529505550523236,0.003920832518369503,0.001271014740002937,0.004056887408162163,0.0,0.0
mainland,0.75,0.5,0.7,selected,400,effort_separation,ovule_annual_pollen_lifetime,0.5,annual,lifetime,effort_vs_lifetime,256,256,0,0,-0.006306149047104608,0.004290971140340361,0.0018297393354962798,0.0042488430845873575,0.0,0.0
both,0.75,0.5,0.3,neutral,10,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.00026554227153469394,0.0007813245713631444,-0.00037364973078228146,0.000769100008633803,0.0,0.0
both,0.75,0.5,0.3,neutral,40,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.0017895076811983517,0.002073959880810676,0.0018467719186555178,0.0023027199400618282,0.0,0.0
both,0.75,0.5,0.3,neutral,50,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.0003658553488186437,0.002181116164097079,0.003231551647294057,0.002630650844678239,0.0,0.0
both,0.75,0.5,0.3,neutral,100,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0017850313163437692,0.0034942036717416323,0.0013801123665432855,0.0036854020620458515,0.0,0.0
both,0.75,0.5,0.3,neutral,200,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.002525997026053036,0.004262465487967652,0.0005632700038758903,0.004324825653246405,0.0,0.0
both,0.75,0.5,0.3,neutral,400,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.00013659220594380286,0.004589997420639638,0.0015238743068229886,0.004746373095205388,0.0,0.0
both,0.75,0.5,0.3,selected,10,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.0002350845356281564,0.0009127021738984121,0.0010183055539757693,0.0009235091269849734,0.0,0.0
both,0.75,0.5,0.3,selected,40,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.002067399818855082,0.0021928692744029713,0.004751867043010384,0.0022554856451480715,0.0,0.0
both,0.75,0.5,0.3,selected,50,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.003005330354175522,0.002448366267361699,0.004305280817397294,0.0024965891691826436,0.0,0.0
both,0.75,0.5,0.3,selected,100,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.002112811495696376,0.003514509057157993,0.008920142757985066,0.0033454251881117818,0.0,0.0
both,0.75,0.5,0.3,selected,200,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.004374257612263338,0.004366051287304865,0.012201732382674685,0.0038439729120602895,0.0,0.0
both,0.75,0.5,0.3,selected,400,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.005229491310872153,0.004746234603319088,0.014486427417663709,0.004167544276308947,0.0,0.0
both,0.75,0.5,0.7,neutral,10,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.001298501926467396,0.0007507896356128128,0.0010189376711693455,0.0007740822602152542,0.0,0.0
both,0.75,0.5,0.7,neutral,40,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.000403760571641838,0.0021726999039353985,0.0010609195722593836,0.0022979124494259154,0.0,0.0
both,0.75,0.5,0.7,neutral,50,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0005084266581590487,0.002493397227588437,0.0027694502222158105,0.002511734899443064,0.0,0.0
both,0.75,0.5,0.7,neutral,100,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0004478920616669893,0.0034920905382582646,0.0033078153005145373,0.0032842075398827266,0.0,0.0
both,0.75,0.5,0.7,neutral,200,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0027142642456757364,0.004192049817631664,0.006534550779864508,0.00416512785749802,0.0,0.0
both,0.75,0.5,0.7,neutral,400,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0015512260274344533,0.004569213096831483,0.008159296360423299,0.004683749180810887,0.0,0.0
both,0.75,0.5,0.7,selected,10,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.0004194173113941163,0.0008280775477618576,0.0027579647968206094,0.0007969128750642266,0.0,0.0
both,0.75,0.5,0.7,selected,40,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0029512718040160166,0.0021527898931858547,0.007944191665097782,0.0021877402382277154,0.0,0.0
both,0.75,0.5,0.7,selected,50,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0016482738699534843,0.0023946649623138184,0.009174246975010895,0.0024422784856055106,0.0,0.0
both,0.75,0.5,0.7,selected,100,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.0008657054796766023,0.0035769462816968036,0.012606684079817704,0.003252117210299762,0.0,0.0
both,0.75,0.5,0.7,selected,200,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,0.00018141946402354522,0.004266706031070438,0.016024358188735106,0.004082845866210434,0.0,0.0
both,0.75,0.5,0.7,selected,400,effort_separation,ovule_lifetime_pollen_annual,0.5,lifetime,annual,effort_vs_lifetime,256,256,0,0,-0.0002728162568851485,0.004510676414553755,0.013969944159231553,0.004424514942065881,0.0,0.0
